"V1","V2","V3","V4","V5","V6","V7","V8","V9"
0.0727,0.5241,0.7633,0.6867,0.2771,0.7319,0.8299,0.9701,0.6269
0.2681,0.1217,0.9573,0.3805,0.9781,0.5197,0.3309,0.8733,0.7571
0.4053,0.9217,0.4785,0.4119,0.7991,0.0663,0.5965,0.0157,0.0279
0.9943,0.9615,0.8571,0.2721,0.2355,0.3905,0.4359,0.5261,0.7069
0.9541,0.1027,0.3899,0.3041,0.1753,0.6879,0.1693,0.9713,0.5723
0.9373,0.0863,0.0305,0.0687,0.1631,0.4375,0.6913,0.8799,0.0573
0.9931,0.9547,0.6561,0.4515,0.6115,0.2695,0.5023,0.4831,0.3949
0.3183,0.7593,0.6101,0.4809,0.7565,0.6199,0.1803,0.5927,0.5433
0.8907,0.3103,0.0755,0.5869,0.9085,0.8627,0.1065,0.5087,0.7627
0.9603,0.4545,0.8911,0.1945,0.6739,0.1445,0.6619,0.3545,0.5575
0.2243,0.4963,0.7737,0.9321,0.6987,0.9393,0.0457,0.8815,0.6753
0.3387,0.8679,0.0525,0.0931,0.4435,0.9289,0.9659,0.1605,0.9975
0.7581,0.6187,0.8461,0.0617,0.0407,0.7305,0.6589,0.1419,0.6357
0.9299,0.4021,0.6949,0.1067,0.6083,0.2923,0.3449,0.7421,0.6751
0.3041,0.7865,0.6951,0.8905,0.4225,0.3907,0.6151,0.4715,0.7243
0.6155,0.7711,0.8747,0.4583,0.3547,0.5095,0.4821,0.6085,0.4625
0.3679,0.3465,0.2447,0.3311,0.7595,0.7639,0.8381,0.5289,0.6095
0.6501,0.4939,0.2187,0.1245,0.2517,0.8215,0.5907,0.9733,0.7443
0.4979,0.3367,0.3143,0.6431,0.7351,0.6691,0.6223,0.8965,0.1263
0.1689,0.3481,0.3819,0.7281,0.9685,0.1421,0.6973,0.3317,0.9425
0.4075,0.2099,0.9713,0.2821,0.8423,0.3117,0.9179,0.3663,0.0371
0.5707,0.8107,0.9871,0.4227,0.2907,0.5843,0.9991,0.7065,0.9921
0.0607,0.5707,0.7397,0.0683,0.4815,0.4847,0.1525,0.6969,0.3441
0.2873,0.1853,0.9369,0.3083,0.4973,0.5309,0.4607,0.7969,0.9861
0.3053,0.0565,0.5991,0.8085,0.5625,0.5441,0.6745,0.4869,0.4489
0.5599,0.9719,0.2639,0.2427,0.5937,0.2883,0.2207,0.6049,0.8697
0.7859,0.8367,0.7883,0.4661,0.0777,0.1639,0.3633,0.9883,0.4613
0.6425,0.8051,0.1095,0.5899,0.2365,0.8377,0.4847,0.4315,0.0593
0.4893,0.9543,0.2695,0.9109,0.7605,0.1669,0.9575,0.6913,0.0691
0.4089,0.4367,0.1153,0.2775,0.5685,0.4381,0.6195,0.1739,0.1967
0.2099,0.4691,0.2799,0.8775,0.9871,0.5225,0.7843,0.4175,0.2481
0.0879,0.4183,0.8173,0.8903,0.7843,0.3715,0.2633,0.6279,0.0289
0.9069,0.9125,0.3373,0.4455,0.3479,0.0133,0.9747,0.2235,0.1235
0.4771,0.1383,0.0901,0.1193,0.3507,0.3813,0.5885,0.1145,0.7639
0.1635,0.6337,0.5701,0.2337,0.1149,0.5041,0.3287,0.6603,0.8611
0.3915,0.5505,0.6663,0.9813,0.8775,0.6525,0.3159,0.8995,0.2523
0.6673,0.9741,0.7507,0.6779,0.5415,0.7973,0.7579,0.5373,0.6453
0.4649,0.3787,0.6957,0.1293,0.8497,0.3857,0.6325,0.8449,0.1331
0.1813,0.3519,0.5985,0.4173,0.8133,0.5069,0.5817,0.9643,0.1367
0.2875,0.3537,0.1667,0.0475,0.8209,0.2997,0.4029,0.1915,0.2623
0.1005,0.0299,0.7185,0.2035,0.0669,0.1355,0.1215,0.6185,0.2781
0.5449,0.8009,0.3757,0.8405,0.6931,0.8477,0.1679,0.5821,0.9967
0.2127,0.2699,0.7261,0.2157,0.2247,0.8025,0.3831,0.4223,0.5821
0.1199,0.5581,0.6129,0.5829,0.3695,0.8769,0.3685,0.4599,0.0533
0.4783,0.0621,0.9555,0.7101,0.0027,0.1561,0.1301,0.8557,0.8973
0.7605,0.8743,0.2137,0.1899,0.2313,0.1641,0.6183,0.1821,0.9979
0.2633,0.5821,0.1483,0.5753,0.7867,0.9411,0.5201,0.5157,0.1007
0.6959,0.3899,0.8689,0.2213,0.2309,0.2601,0.2501,0.1353,0.0845
0.8365,0.5633,0.2903,0.5699,0.4189,0.6299,0.9663,0.2623,0.0839
0.2671,0.6323,0.7543,0.3581,0.8587,0.9661,0.8083,0.6131,0.6209
0.8821,0.6885,0.4471,0.4125,0.0693,0.9925,0.4829,0.6769,0.6769
0.2003,0.0927,0.9433,0.0277,0.1183,0.4023,0.6327,0.5853,0.1797
0.4833,0.4669,0.7567,0.6233,0.7549,0.3275,0.7863,0.7525,0.0233
0.9823,0.0159,0.6773,0.3507,0.0913,0.0409,0.4257,0.6925,0.7473
0.0743,0.5775,0.3031,0.8829,0.7733,0.4599,0.2067,0.3581,0.3783
0.7699,0.2393,0.5837,0.1655,0.0725,0.0163,0.6285,0.2923,0.4837
0.0705,0.0169,0.6897,0.0303,0.0421,0.8903,0.4153,0.8569,0.7705
0.6873,0.6361,0.0871,0.2829,0.0509,0.5645,0.4363,0.4989,0.1253
0.9579,0.0319,0.0167,0.8633,0.3013,0.7711,0.8445,0.9709,0.0421
0.4723,0.8657,0.6307,0.3247,0.0281,0.8061,0.9931,0.3047,0.6763
0.5799,0.9583,0.7521,0.3055,0.4751,0.3063,0.6637,0.5587,0.9481
0.5769,0.9379,0.3935,0.1599,0.2525,0.1393,0.0999,0.7665,0.0133
0.1115,0.4447,0.3925,0.0333,0.7017,0.0781,0.7943,0.4539,0.5151
0.7513,0.5575,0.9671,0.9695,0.1345,0.9069,0.6609,0.1893,0.8019
0.7405,0.5627,0.2749,0.1645,0.9691,0.9359,0.4267,0.8501,0.2915
0.7831,0.4811,0.6779,0.0063,0.7057,0.8141,0.6727,0.4809,0.4813
0.7471,0.2185,0.9267,0.3665,0.9921,0.4629,0.1653,0.7675,0.1891
0.1303,0.8623,0.0439,0.0411,0.5225,0.5215,0.9343,0.5449,0.2083
0.0083,0.9121,0.4219,0.4869,0.5351,0.4319,0.1369,0.4587,0.5003
0.9589,0.6035,0.3427,0.2339,0.4135,0.8955,0.7201,0.4933,0.6561
0.2173,0.1897,0.1599,0.2799,0.0977,0.1947,0.8131,0.7293,0.9455
0.7083,0.7907,0.8493,0.0019,0.4119,0.2587,0.2259,0.9815,0.2047
0.1193,0.7425,0.1469,0.1131,0.6815,0.6791,0.8843,0.9001,0.0943
0.9201,0.1315,0.2499,0.0429,0.3773,0.6035,0.6333,0.5763,0.7719
0.4517,0.0883,0.6223,0.6557,0.2843,0.7125,0.8919,0.2071,0.6971
0.0465,0.0977,0.2731,0.7511,0.8761,0.1101,0.6287,0.2045,0.0473
0.1739,0.4423,0.3823,0.4323,0.7439,0.6061,0.6205,0.0115,0.9971
0.4353,0.1171,0.9483,0.7187,0.3457,0.9621,0.8523,0.3587,0.6677
0.7117,0.9199,0.6801,0.0483,0.0467,0.8077,0.7675,0.8837,0.0171
0.2421,0.0123,0.8743,0.2627,0.4737,0.1449,0.2537,0.9143,0.9451
0.2519,0.7777,0.3507,0.2713,0.4543,0.6043,0.6881,0.0875,0.6091
0.6689,0.3627,0.3247,0.9515,0.0257,0.6485,0.0205,0.8685,0.4341
0.6763,0.3075,0.0095,0.8859,0.4977,0.6925,0.9245,0.2633,0.9747
0.9795,0.5173,0.0377,0.1691,0.3019,0.2123,0.2147,0.5779,0.5243
0.2501,0.2289,0.3895,0.2937,0.5855,0.3649,0.9425,0.7593,0.8133
0.4467,0.5271,0.7395,0.4511,0.0629,0.2495,0.5193,0.2467,0.3845
0.4235,0.2813,0.9505,0.7499,0.5593,0.1553,0.8187,0.2207,0.4013
0.8615,0.3003,0.2821,0.7361,0.6925,0.7723,0.9419,0.6069,0.5009
0.4559,0.9077,0.6869,0.5137,0.2753,0.4931,0.5493,0.1775,0.3439
0.4981,0.3807,0.3829,0.6089,0.0087,0.4683,0.5521,0.4493,0.6611
0.8783,0.1595,0.7623,0.1897,0.7625,0.8797,0.3551,0.9317,0.3827
0.0043,0.6767,0.8181,0.5433,0.2287,0.3673,0.9523,0.7817,0.3119
0.4463,0.2861,0.1457,0.5111,0.6205,0.3107,0.7179,0.3595,0.2387
0.4043,0.9283,0.8245,0.4225,0.1037,0.2467,0.4625,0.4605,0.4113
0.6875,0.7985,0.9745,0.8521,0.4665,0.3061,0.7571,0.1131,0.7577
0.3929,0.9307,0.7751,0.9679,0.9447,0.6519,0.4431,0.6465,0.0671
0.2983,0.9877,0.5803,0.2787,0.3185,0.8991,0.4789,0.2893,0.0505
0.0803,0.2871,0.1087,0.8015,0.6577,0.5467,0.0699,0.1529,0.2081
0.3241,0.7453,0.0661,0.5831,0.5921,0.9635,0.5313,0.4645,0.4333
0.8911,0.1105,0.5725,0.3953,0.4825,0.6979,0.8003,0.3163,0.4695
0.5311,0.6239,0.0545,0.6341,0.8265,0.0073,0.8127,0.4593,0.4275
0.3713,0.8479,0.3137,0.2037,0.7755,0.2369,0.3437,0.4725,0.9267
0.7189,0.5367,0.2849,0.4005,0.6429,0.9805,0.4425,0.1427,0.9859
0.5479,0.6177,0.8455,0.3777,0.3329,0.7281,0.6773,0.1339,0.0077
0.7631,0.8513,0.0621,0.6351,0.4611,0.5333,0.0837,0.1511,0.7741
0.1735,0.2181,0.1253,0.8663,0.0673,0.3597,0.4877,0.5655,0.2007
0.4405,0.3325,0.5549,0.2475,0.8319,0.1631,0.3349,0.0191,0.9903
0.2187,0.6231,0.8593,0.5841,0.9041,0.4935,0.0517,0.0665,0.9033
0.8909,0.1789,0.2003,0.2705,0.2067,0.7363,0.1733,0.3249,0.2639
0.3685,0.6443,0.4567,0.4233,0.4041,0.8981,0.0119,0.1621,0.1587
0.1255,0.6855,0.5773,0.3065,0.1551,0.7987,0.7129,0.5213,0.4403
0.2007,0.0231,0.4649,0.4089,0.7651,0.8041,0.1623,0.0141,0.1037
0.9393,0.6085,0.3903,0.1001,0.0111,0.4125,0.3909,0.3657,0.9593
0.6107,0.0723,0.0725,0.1861,0.2909,0.8617,0.8537,0.1285,0.4401
0.8129,0.2499,0.6945,0.0797,0.1569,0.9349,0.2851,0.7667,0.2201
0.9007,0.7381,0.5459,0.5267,0.5975,0.3595,0.2361,0.7927,0.2391
0.3303,0.6269,0.9929,0.9573,0.6835,0.9147,0.3829,0.5601,0.4989
0.6457,0.7369,0.6895,0.3079,0.3753,0.6723,0.8471,0.8637,0.9927
0.9637,0.3239,0.6711,0.4775,0.0621,0.5663,0.5183,0.3983,0.4647
0.0047,0.8659,0.0829,0.9455,0.5305,0.2057,0.2065,0.7873,0.8527
0.0731,0.2811,0.5861,0.7513,0.4003,0.9467,0.0125,0.1975,0.7377
0.4581,0.4297,0.4261,0.4863,0.7725,0.9201,0.7873,0.0995,0.8681
0.5845,0.0131,0.4399,0.9525,0.6477,0.9817,0.2389,0.5827,0.8589
0.7193,0.7941,0.3949,0.4309,0.6315,0.4663,0.8855,0.1945,0.5773
0.5319,0.2891,0.9145,0.8509,0.3003,0.7983,0.9795,0.3363,0.8657
0.2727,0.1803,0.1251,0.9343,0.5301,0.9983,0.2779,0.1937,0.9329
0.1239,0.9371,0.7589,0.7351,0.0651,0.7353,0.6299,0.8519,0.5545
0.6845,0.8033,0.1805,0.5849,0.3665,0.8575,0.9839,0.3611,0.4907
0.1221,0.9885,0.1673,0.7661,0.1871,0.5619,0.5075,0.8357,0.1621
0.0681,0.4565,0.4359,0.9317,0.8361,0.4143,0.2393,0.5107,0.7349
0.5081,0.5777,0.1027,0.7451,0.7325,0.8781,0.1107,0.0465,0.8591
0.1627,0.0601,0.1111,0.0447,0.4551,0.5089,0.9329,0.3259,0.2509
0.3013,0.4913,0.6541,0.8559,0.2567,0.5621,0.9349,0.2945,0.0401
0.2549,0.8319,0.7149,0.0191,0.6897,0.3567,0.3155,0.0571,0.7895
0.4225,0.5029,0.5853,0.5885,0.2553,0.5317,0.2727,0.3171,0.2669
0.9349,0.7167,0.5103,0.7527,0.9493,0.7651,0.4979,0.3859,0.0137
0.7941,0.5303,0.2245,0.6677,0.2963,0.2081,0.4503,0.1847,0.0927
0.0595,0.1695,0.3413,0.6265,0.0883,0.5257,0.8067,0.7713,0.6317
0.8983,0.2065,0.2515,0.1563,0.6905,0.8859,0.3495,0.6595,0.2771
0.8421,0.8973,0.9791,0.1621,0.6279,0.3685,0.8313,0.2281,0.8693
0.1745,0.9643,0.6385,0.7963,0.4883,0.3971,0.1229,0.3913,0.1873
0.1365,0.4191,0.7271,0.1133,0.8041,0.5367,0.0337,0.2175,0.1069
0.9831,0.4809,0.6555,0.6003,0.8777,0.0127,0.1097,0.1633,0.3209
0.7879,0.6163,0.4561,0.6695,0.3911,0.7291,0.4865,0.9115,0.9561
0.9693,0.7215,0.9365,0.0499,0.0703,0.9019,0.8975,0.8743,0.9011
0.0445,0.4135,0.2919,0.3327,0.8305,0.3703,0.9891,0.5393,0.4291
0.3753,0.0059,0.7477,0.8533,0.1217,0.1477,0.5637,0.6553,0.4103
0.6811,0.0969,0.7761,0.4361,0.6665,0.6131,0.7961,0.2301,0.1959
0.7683,0.9265,0.3743,0.2259,0.2639,0.8657,0.4177,0.0177,0.0295
0.3515,0.2345,0.8207,0.9811,0.4239,0.6083,0.0791,0.1421,0.8367
0.7971,0.8697,7e-04,0.1865,0.3099,0.0029,0.8245,0.1751,0.4941
0.2865,0.0105,0.8781,0.1937,0.1623,0.4141,0.2929,0.1833,0.8289
0.0685,0.6917,0.0463,0.7061,0.3403,0.7989,0.7249,0.5643,0.9663
0.8987,0.5299,0.8449,0.5645,0.2013,0.5437,0.3089,0.5751,0.0657
0.3417,0.1777,0.7499,0.5299,0.5047,0.5525,0.9669,0.7845,0.0377
0.7777,0.3439,0.4079,0.5163,0.8529,0.5805,0.8255,0.9809,0.1895
0.0033,0.4027,0.1285,0.1297,0.1639,0.7617,0.4287,0.3147,0.2775
0.0305,0.4009,0.0425,0.1469,0.1171,0.4435,0.7379,0.3991,0.9757
0.0467,0.5595,0.4449,0.0115,0.8311,0.7267,0.1769,0.9933,0.2957
0.7867,0.4101,0.8819,0.5819,0.0891,0.4313,0.7285,0.4835,0.2545
0.0841,0.7917,0.4647,0.2897,0.7043,0.9125,0.5593,0.6191,0.7225
0.5237,0.3185,0.1729,0.4147,0.8075,0.7555,0.5395,0.7329,0.8449
0.8213,0.3031,0.6535,0.3213,0.8001,0.4531,0.1533,0.3311,0.7129
0.0873,0.0361,0.8891,0.5705,0.9347,0.4047,0.7555,0.4783,0.4659
0.2751,0.2719,0.1213,0.4177,0.7301,0.4605,0.0667,0.9419,0.2137
0.1295,0.7305,0.3189,0.7885,0.4913,0.1317,0.8557,0.3343,0.4203
0.3979,0.4875,0.1803,0.1093,0.4315,0.0497,0.3809,0.4297,0.9357
0.9031,0.9485,0.5843,0.5317,0.5089,0.1375,0.3733,0.6007,0.9853
0.2793,0.8387,0.4605,0.5261,0.6125,0.9697,0.7995,0.5269,0.3819
0.3201,0.2133,0.3061,0.5575,0.4385,0.4667,0.4947,0.7485,0.9281
0.7647,0.4737,0.8053,0.2047,0.9387,0.9469,0.6833,0.6073,0.6367
0.8307,0.9551,0.3653,0.4767,0.5701,0.0763,0.7491,0.0921,0.4893
0.7057,0.1677,0.9959,0.0579,0.2813,0.4841,0.9969,0.9397,0.9005
0.4275,0.3425,0.7995,0.8047,0.5597,0.2719,0.9149,0.7499,0.5735
0.6531,0.9023,0.0939,0.2119,0.2063,0.3263,0.0701,0.6263,0.6685
0.5063,0.2419,0.5389,0.9961,0.8675,0.6645,0.3081,0.1325,0.4915
0.5667,0.7543,0.3461,0.8321,0.1919,0.8055,0.6329,0.6123,0.6393
0.7967,0.5599,0.0369,0.9075,0.4037,0.6579,0.9009,0.7255,0.5675
0.6093,0.8905,0.3463,0.6805,0.1473,0.4401,0.1287,0.8339,0.3045
0.8877,0.6883,0.0223,0.4555,0.9237,0.4715,0.2891,0.8461,0.0529
0.5811,0.4725,0.8717,0.5071,0.7045,0.7655,0.1581,0.3319,0.4779
0.8529,0.3415,0.8567,0.5583,0.1265,0.4621,0.2677,0.0167,0.9483
0.0231,0.3005,0.8213,0.5991,0.8181,0.8481,0.4353,0.0525,0.9273
0.1703,0.2285,0.6225,0.2289,0.5897,0.2055,0.6399,0.0019,0.8365
0.0591,0.5475,0.2615,0.6061,0.0061,0.4229,0.0553,0.7011,0.4309
0.4205,0.0837,0.5029,0.1669,0.6535,0.2471,0.0857,0.3959,0.5907
0.3977,0.8923,0.0085,0.6025,0.3173,0.9287,0.3111,0.5249,0.3855
0.9047,0.2509,0.7919,0.2407,0.9211,0.4413,0.4167,0.3917,0.5233
0.9903,0.7419,0.1785,0.5601,0.5317,0.4109,0.7217,0.6145,0.6233
0.5353,0.7649,0.5051,0.3473,0.1309,0.0197,0.2711,0.2001,0.7403
0.5725,0.5887,0.1841,0.0193,0.9983,0.6955,0.8499,0.8037,0.0553
0.4327,0.4733,0.5783,0.7713,0.2285,0.4153,0.5827,0.9681,0.2385
0.7303,0.1475,0.7045,0.7145,0.3175,0.0967,0.8139,0.0269,0.3423
0.4109,0.5819,0.9913,0.5617,0.5737,0.1523,0.7415,0.6527,0.7281
0.2465,0.9293,0.8191,0.5123,0.8501,0.3875,0.7339,0.8439,0.2051
0.9919,0.1481,0.5923,0.7691,0.6071,0.0875,0.0087,0.8889,0.6569
0.4899,0.4377,0.5675,0.6051,0.8051,0.5071,0.7191,0.6427,0.3821
0.7661,0.0567,0.1373,0.3937,0.8579,0.1961,0.7681,0.9539,0.3725
0.9639,0.4685,0.3503,0.1729,0.6373,0.8661,0.5865,0.9153,0.4727
0.9665,0.9251,0.7955,0.6573,0.6543,0.3037,0.1745,0.9607,0.2965
0.8093,0.1823,0.1853,0.4539,0.2655,0.1015,0.8923,0.2507,0.4503
0.1257,0.5549,0.8401,0.7921,0.1885,0.5905,0.0447,0.1467,0.5045
0.5377,0.0357,0.7341,0.6413,0.6485,0.4791,0.1023,0.7477,0.2119
0.8025,0.0423,0.4521,0.2121,0.5367,0.3993,0.9657,0.0983,0.0803
0.4121,0.2501,0.9797,0.8419,0.3313,0.9395,0.8595,0.2627,0.4901
0.8823,0.7731,0.9401,0.6379,0.3319,0.7461,0.0141,0.8853,0.5913
0.5309,0.9387,0.3905,0.9867,0.8547,0.7647,0.0509,0.8677,0.5171
0.5071,0.8767,0.9215,0.8693,0.9025,0.8397,0.6571,0.9721,0.5407
0.0919,0.5137,0.0239,0.6247,0.4541,0.4025,0.0475,0.5563,0.5155
0.1923,0.4903,0.2861,0.7945,0.0627,0.9017,0.9921,0.1899,0.9475
0.5083,0.5513,0.3929,0.0127,0.5961,0.6365,0.1371,0.7109,0.9639
0.3185,0.0629,0.2569,0.7449,0.9621,0.5529,0.1815,0.8443,0.0711
0.6241,0.1497,0.9419,0.5351,0.5963,0.8721,0.1575,0.3113,0.1995
0.3703,0.8347,0.9729,0.5911,0.2793,0.9049,0.8093,0.6389,0.8935
0.4829,0.2559,0.3009,0.8031,0.5871,0.8505,0.1535,0.0585,0.1265
0.1015,0.1733,0.2519,0.8201,0.3953,0.5513,0.4483,0.0225,0.6123
0.7617,0.6781,0.4209,0.9609,0.2511,0.3485,0.0645,0.7155,0.3635
0.4377,0.5699,0.7683,0.8503,0.1851,0.5349,0.5063,0.7887,0.6513
0.1101,0.1557,0.7725,0.1869,0.8359,0.2409,0.2637,0.0123,0.3639
0.6607,0.3371,0.7655,0.8323,0.7531,0.0651,0.9929,0.7857,0.3919
0.0379,0.3749,0.2157,0.9851,0.7583,0.5823,0.0433,0.2823,0.3157
0.9351,0.3881,0.1811,0.5489,0.7793,0.3245,0.8503,0.5699,0.2483
0.9355,0.9753,0.2355,0.7647,0.9147,0.8289,0.9623,0.0311,0.7801
0.8413,0.7995,0.9739,0.0737,0.0301,0.8175,0.6947,0.0595,0.2473
0.6413,0.3577,0.6155,0.3913,0.8825,0.6773,0.3843,0.0935,0.4925
0.0859,0.8645,0.0159,0.7059,0.3149,0.2453,0.2087,0.6153,0.8485
0.6411,0.8437,0.6903,0.9471,0.7111,0.7835,0.7721,0.5925,0.2841
0.6877,0.8113,0.7389,0.0507,0.1719,0.1021,0.3105,0.6091,0.2149
0.4019,0.9865,0.6843,0.5331,0.5267,0.7437,0.6641,0.1265,0.9355
0.9913,0.9481,0.4035,0.2751,0.0315,0.9533,0.6243,0.4447,0.9081
0.3573,0.7473,0.4847,0.9635,0.8085,0.8843,0.4129,0.2513,0.6147
0.5821,0.2941,0.8937,0.1565,0.1993,0.2827,0.7119,0.3767,0.7947
0.2923,0.7671,0.5435,0.8315,0.7287,0.9519,0.3857,0.3763,0.9179
0.5935,0.8763,0.6203,0.0853,0.1837,0.7175,0.0755,0.4425,0.5975
0.6631,0.2235,0.2195,0.2607,0.1103,0.1565,0.6937,0.1409,0.8679
0.5339,0.3707,0.1211,0.3547,0.6731,0.3681,0.9705,0.6487,0.3013
0.8789,0.4965,0.2061,0.8627,0.0225,0.8977,0.6487,0.7311,0.1481
0.7113,0.1247,0.0175,0.4427,0.3519,0.1861,0.8095,0.7063,0.6905
0.5951,0.5313,0.0571,0.3629,0.1809,0.6613,0.3943,0.7491,0.7199
0.7443,0.8971,0.5173,0.8453,0.5957,0.0699,0.6903,0.1039,0.9541
0.9225,0.3219,0.1323,0.6883,0.5103,0.1431,0.8821,0.2047,0.1171
0.0127,0.0149,0.2565,0.4137,0.7527,0.7743,0.0793,0.4219,0.2349
0.4437,0.3507,0.0051,0.5679,0.1029,0.0379,0.7749,0.8081,0.6863
0.9669,0.1243,0.1303,0.9199,0.8847,0.7847,0.2543,0.6067,0.6709
0.5857,0.8969,0.6231,0.9749,0.4069,0.0231,0.2685,0.6319,0.2621
0.3449,0.1143,0.5405,0.0717,0.1299,0.4843,0.2007,0.9763,0.0881
0.7045,0.8857,0.7373,0.8235,0.4355,0.6297,0.5773,0.0497,0.8983
0.8599,0.6735,0.6985,0.8343,0.6599,0.0533,0.7811,0.6951,0.9213
0.4795,0.8723,0.8657,0.4679,0.2745,0.1105,0.9941,0.5061,0.6553
0.8059,0.3825,0.5045,0.4921,0.9071,0.7221,0.8377,0.9583,0.2675
0.4739,0.1411,0.1049,0.7881,0.3913,0.7031,0.7553,0.6879,0.0603
0.9091,0.1423,0.7615,0.1493,0.3885,0.5411,0.8841,0.9149,0.5485
0.7813,0.1265,0.3553,0.3959,0.5019,0.6241,0.2493,0.0549,0.9647
0.4483,0.7249,0.4769,0.9291,0.3011,0.8385,0.5115,0.1961,0.1163
0.1457,0.2145,0.7773,0.0923,0.1363,0.9921,0.6713,0.3245,0.6349
0.7307,0.6291,0.9597,0.2723,0.1393,0.0381,0.7899,0.0493,0.8817
0.1093,0.9177,0.9595,0.1361,0.0635,0.5569,0.8559,0.1817,0.1049
0.9229,0.5187,0.7099,0.6955,0.2351,0.4129,0.6917,0.7495,0.4943
0.5673,0.0973,0.0197,0.3973,0.0047,0.4949,0.4457,0.2135,0.3023
0.3583,0.1415,0.0549,0.3523,0.8717,0.4289,0.1313,0.9961,0.9103
0.9797,0.7839,0.9019,0.3911,0.4723,0.3727,0.5251,0.1029,0.6299
0.4035,0.0493,0.3043,0.6189,0.8057,0.4851,0.0389,0.0707,0.8353
0.3509,0.2093,0.2491,0.2025,0.0657,0.7377,0.6083,0.9743,0.7599
0.3441,0.0411,0.5919,0.6365,0.8995,0.2615,0.2151,0.8275,0.2127
0.6981,0.0019,0.2057,0.3747,0.6597,0.5657,0.3031,0.6075,0.0291
0.6907,0.6803,0.5677,0.9419,0.4151,0.4757,0.1291,0.0723,0.5569
0.5379,0.1955,0.3307,0.2491,0.2149,0.4695,0.2551,0.5021,0.5611
0.4477,0.0897,0.8341,0.3883,0.7077,0.3111,0.1963,0.5439,0.0103
0.3533,0.7993,0.7811,0.6093,0.1311,0.2141,0.4589,0.7211,0.2925
0.4041,0.9471,0.5379,0.3705,0.5951,0.0425,0.1253,0.7181,0.4933
0.2851,0.4747,0.1107,0.5041,0.4253,0.8841,0.2421,0.2429,0.6811
0.5887,0.9109,0.7689,0.4525,0.6253,0.4915,0.1135,0.4499,0.5615
0.7063,0.4937,0.3959,0.8553,0.3437,0.0303,0.9261,0.2095,0.7145
0.9139,0.7201,0.2087,0.9091,0.2207,0.8923,0.6091,0.2355,0.2421
0.1155,0.0427,0.6021,0.3359,0.5347,0.7135,0.8785,0.9647,0.6521
0.2477,0.4261,0.8523,0.1385,0.1145,0.9855,0.4445,0.3695,0.2319
0.1425,0.6773,0.3683,0.6397,0.7365,0.2071,0.5319,0.5985,0.8467
0.3317,0.7547,0.1657,0.8717,0.0761,0.6513,0.1577,0.7573,0.4215
0.8349,0.2575,0.6433,0.9955,0.5899,0.1739,0.5273,0.4331,0.7525
0.9103,0.9195,0.1475,0.7461,0.0565,0.5759,0.7805,0.5239,0.2209
0.4195,0.2425,0.4969,0.6019,0.9303,0.8699,0.6633,0.3951,0.4249
0.2539,0.1001,0.9083,0.9545,0.5449,0.4821,0.4443,0.7135,0.8623
0.8479,0.0935,0.6437,0.0057,0.2465,0.6565,0.3491,0.1517,0.5251
0.5645,0.5593,0.5031,0.9489,0.8477,0.6081,0.0287,0.9619,0.6099
0.6177,0.3821,0.8795,0.1423,0.5229,0.5803,0.8333,0.5565,0.4389
0.2677,0.7847,0.2925,0.3533,0.5473,0.6499,0.9853,0.6823,0.6675
0.4131,0.9881,0.4845,0.6499,0.8275,0.2297,0.5121,0.5187,0.6531
0.3113,0.0061,0.9823,0.1987,0.9489,0.4565,0.1309,0.1117,0.2247
0.3495,0.7699,0.5517,0.7129,0.5459,0.1339,0.9681,0.4901,0.1585
0.7775,0.6327,0.5213,0.2245,0.1903,0.4243,0.2011,0.5235,0.4427
0.2385,0.0073,0.0381,0.8071,0.5291,0.7117,0.0405,0.9359,0.2747
0.6853,0.6059,0.8837,0.7225,0.0211,0.1883,0.4391,0.4815,0.0809
0.8433,0.4947,0.2877,0.3157,0.0393,0.0713,0.1645,0.2369,0.2097
0.7313,0.0337,0.5683,0.2111,0.6319,0.4183,0.8651,0.2041,0.9347
0.7027,0.4065,0.1893,0.2615,0.4621,0.8591,0.5501,0.2553,0.7061
0.2509,0.0079,0.0245,0.6673,0.0121,0.9487,0.3951,0.9139,0.5961
0.0661,0.2035,0.5119,0.4445,0.3393,0.3861,0.4563,0.0197,0.8331
0.9463,0.9659,0.9789,0.0641,0.1487,0.3947,0.2301,0.1747,0.1925
0.5219,0.3401,0.4295,0.3217,0.6067,0.0405,0.9605,0.1301,0.2035
0.9395,0.0919,0.7711,0.1211,0.5431,0.9727,0.9013,0.1559,0.5043
0.9899,0.0571,0.9277,0.0159,0.3595,0.0869,0.6335,0.3799,0.1169
0.1911,0.1443,0.6195,0.0615,0.9485,0.9731,0.2565,0.1369,0.0961
0.9295,0.4113,0.2605,0.5425,0.8909,0.0459,0.2671,0.6269,0.7181
0.0501,0.7427,0.4003,0.6653,0.3193,0.4789,0.2689,0.2775,0.6001
0.8091,0.4071,0.4699,0.7897,0.7127,0.3369,0.0547,0.0977,0.2723
0.5499,0.5665,0.8295,0.6525,0.7749,0.7865,0.5407,0.3939,0.3477
0.1781,0.1327,0.9761,0.2425,0.1199,0.0887,0.5585,0.2373,0.1249
0.4063,0.8935,0.7741,0.9417,0.0497,0.5879,0.7495,0.3215,0.4665
0.6831,0.0785,0.9499,0.1697,0.8819,0.9387,0.8771,0.4455,0.2259
0.3967,0.9507,0.8745,0.8591,0.6397,0.1493,0.9283,0.3447,0.0649
